Entity,Code,Year,Daily caloric intake per person that comes from animal protein,Daily caloric intake per person that comes from vegetal protein,Daily caloric intake per person from fat,Daily caloric intake per person from carbohydrates
Africa,0,1967,4.326.682,17.163.641,36.747.925,14.806.934
Africa (FAO),0,1967,44.48,169.44,371.43,1455.65
Albania,ALB,1967,7.197.892,17.447.186,39.506.738,14.577.125
Algeria,DZA,1967,3.344.654,14.709.781,289.434,1.253.628
Americas (FAO),0,1967,173.12,144.72,734.49,1598.67
Angola,AGO,1967,41.198.856,11.746.303,27.444.687,14.194.895
Antigua and Barbuda,ATG,1967,11.749.359,7.327.254,5.568.774,12.230.297
Argentina,ARG,1967,26.347.302,14.701.909,10.152.422,18.183.229
Asia,0,1967,3.489.294,16.538.219,26.265.005,15.036.819
Asia (FAO),0,1967,35.28,167.08,265.5,1519.14
Australia,AUS,1967,27.308.545,15.536.502,99.851.434,1.722.929
Austria,AUT,1967,20.475.468,15.108.656,10.886.691,17.488.228
Bahamas,BHS,1967,16.885.027,1.245.585,6.277.052,14.936.963
Bangladesh,BGD,1967,23.207.016,13.943.843,12.616.606,16.451.067
Barbados,BRB,1967,1.481.578,14.354.144,6.066.973,18.694.517
Belgium-Luxembourg (FAO),0,1967,202.6,158.16,11.322.001,15.950.399
Belize,BLZ,1967,9.443.796,13.719.466,54.727.765,15.394.443
Benin,BEN,1967,3.386.765,13.796.933,34.840.234,1.241.378
Bermuda,BMU,1967,27.277.167,1.027.623,9.845.409,13.371.302
Bolivia,BOL,1967,5.384.539,12.309.085,3.120.984,12.384.438
Botswana,BWA,1967,104.365.105,19.887.373,383.388,15.049.097
Brazil,BRA,1967,75.928.696,17.231.505,39.058.014,17.269.691
Brunei,BRN,1967,9.063.437,12.213.932,39.272.653,15.922.006
Bulgaria,BGR,1967,11.615.049,26.916.025,78.303.064,22.647.852
Burkina Faso,BFA,1967,24.456.694,17.352.225,24.374.504,11.489.635
Cambodia,KHM,1967,24.995.424,15.913.754,18.043.573,16.902.635
Cameroon,CMR,1967,40.996.685,1.763.488,35.335.986,15.716.343
Canada,CAN,1967,2.427.936,13.212.415,10.497.816,1.519.827
Cape Verde,CPV,1967,22.841.272,14.683.116,25.538.568,11.643.202
Caribbean (FAO),0,1967,84.2,124.6,44.622.003,1486.98
Central African Republic,CAF,1967,31.373.196,9.404.836,43.964.316,1.408.669
Central America (FAO),0,1967,70.44,181.36,447.57,1637.59
Chad,TCD,1967,45.460.304,23.675.092,4.539.876,15.040.613
Chile,CHL,1967,910.356,17.873.825,50.296.295,17.666.875
China,CHN,1967,22.331.987,16.270.448,21.755.963,13.865.228
China (FAO),0,1967,24.28,165.32,22.743.001,1415.97
Colombia,COL,1967,8.549.712,10.725.781,3.478.557,15.124.185
Congo,COG,1967,50.096.634,81.004.875,35.564.587,14.416.666
Costa Rica,CRI,1967,7.563.218,12.765.639,4.136.812,14.521.753
Cote d'Ivoire,CIV,1967,6.692.687,15.563.333,301.256,19.027.555
Cuba,CUB,1967,11.341.751,11.373.267,5.309.429,15.110.845
Cyprus,CYP,1967,115.959.526,18.883.437,7.974.712,16.432.904
Czechoslovakia,OWID_CZS,1967,18.757.054,19.356.866,9.900.185,20.112.292
Denmark,DNK,1967,19.049.277,124.263.954,12.089.355,15.549.281
Djibouti,DJI,1967,6.512.325,10.763.065,29.003.845,13.588.424
Dominica,DMA,1967,8.629.604,9.328.408,4.093.583,1.360.641
Dominican Republic,DOM,1967,59.613.113,1.055.035,41.882.547,1.303.941
East Timor,TLS,1967,15.034.813,12.322.838,33.312.534,12.585.925
Eastern Africa (FAO),0,1967,43.68,180.2,275.04,1503.08
Eastern Asia (FAO),0,1967,36.68,170.92,248.49,1493.91
Eastern Europe (FAO),0,1967,167.8,225.48,75.294.006,2100.78
Ecuador,ECU,1967,7.291.868,13.427.661,4.432.534,14.576.316
Egypt,EGY,1967,32.288.433,21.738.377,40.257.294,16.713.541
El Salvador,SLV,1967,47.457.977,13.109.395,35.762.686,12.306.774
Eswatini,SWZ,1967,8.383.496,15.374.426,35.278.705,15.115.275
Ethiopia (former),OWID_ERE,1967,43.527.554,18.678.279,23.474.773,12.390.497
Europe,0,1967,17.956.337,19.754.225,89.485.156,1.913.929
Europe (FAO),0,1967,179.48,196.48,896.04,1904.96
European Union (27),0,1967,18.308.934,1.821.315,9.555.327,18.012.961
European Union (27) (FAO),0,1967,182.92,180.76,956.79,1788.53
Fiji,FJI,1967,69.770.096,14.936.641,54.286.896,17.419.045
Finland,FIN,1967,21.897.624,13.734.769,10.984.034,15.968.909
France,FRA,1967,250.519,16.146.083,11.036.863,1.797.232
French Polynesia,PYF,1967,15.134.708,14.225.342,6.639.121,17.120.973
Gabon,GAB,1967,12.085.933,90.801.254,24.759.702,14.492.539
Gambia,GMB,1967,38.106.686,15.180.936,47.268.927,1295.07
Germany,DEU,1967,192.54,14.476.842,1094.94,16.004.182
Ghana,GHA,1967,47.939.457,11.827.943,303.731,15.867.001
Greece,GRC,1967,15.846.481,22.988.158,8.685.724,17.932.146
Grenada,GRD,1967,88.440.834,1.114.723,478.306,13.082.449
Guatemala,GTM,1967,4.261.293,17.144.643,3.134.199,1.436.018
Guinea,GIN,1967,14.780.173,1.602.058,45.832.632,13.914.506
Guinea-Bissau,GNB,1967,31.359.428,11.876.746,47.952.826,12.683.545
Guyana,GUY,1967,93.127.846,13.826.982,4.152.901,16.044.026
Haiti,HTI,1967,23.892.773,15.299.406,23.780.336,14.926.759
High-income countries,0,1967,19.583.406,16.655.833,89.753.033,17.421.104
Honduras,HND,1967,5.226.691,15.668.362,32.179.865,14.493.041
Hong Kong,HKG,1967,14.200.873,15.669.499,7.697.221,1.719.517
Hungary,HUN,1967,16.206.921,20.721.106,89.019.696,18.763.755
Iceland,ISL,1967,33.810.568,10.241.902,10.262.422,14.862.556
India,IND,1967,22.661.238,17.436.009,2.663.193,15.190.197
Indonesia,IDN,1967,20.830.849,12.192.408,25.491.951,14.309.879
Iran,IRN,1967,50.094.707,1.748.063,3.023.256,15.371.604
Iraq,IRQ,1967,48.736.485,1.779.185,3.515.397,15.300.526
Ireland,IRL,1967,25.455.469,1.659.072,11.062.928,19.126.711
Israel,ISR,1967,18.477.698,20.714.798,8.818.312,18.202.802
Italy,ITA,1967,15.017.152,21.862.738,8.794.021,19.808.462
Jamaica,JAM,1967,11.424.927,13.746.182,5.099.507,15.867.955
Japan,JPN,1967,12.716.293,18.879.984,42.444.608,19.004.318
Jordan,JOR,1967,5.085.486,283.249,66.103.033,2.396.361
Kenya,KEN,1967,5.785.178,21.715.321,30.942.545,16.879.939
Kiribati,KIR,1967,7.657.966,10.039.992,7.188.613,1.060.823
Kuwait,KWT,1967,13.284.846,16.273.088,6.317.753,1.531.719
Land Locked Developing Countries (FAO),0,1967,50.4,189.12,327.15,1586.37
Laos,LAO,1967,29.864.836,17.806.808,19.690.375,16.288.545
Least Developed Countries (FAO),0,1967,38.92,159.32,261.63,1471.13
Lebanon,LBN,1967,8.900.559,1.789.194,5.824.851,1.628.439
Lesotho,LSO,1967,39.350.117,2.171.653,22.852.441,16.367.388
Liberia,LBR,1967,35.654.594,121.722.755,36.554.697,1.610.331
Low Income Food Deficit Countries (FAO),0,1967,30.8,170.36,283.59,1509.25
Low-income countries,0,1967,44.447.903,18.355.713,30.286.508,1.564.827
Lower-middle-income countries,0,1967,31.682.232,16.448.927,28.425.793,15.012.557
Macao,MAC,1967,8.226.573,12.210.816,50.330.298,13.187.218
Madagascar,MDG,1967,83.262.505,17.898.851,31.877.478,18.847.949
Malawi,MWI,1967,17.930.216,23.527.087,3.360.457,15.421.542
Malaysia,MYS,1967,70.747.444,13.731.587,5.335.817,18.227.384
Maldives,MDV,1967,11.055.596,977.488,33.680.957,10.699.067
Mali,MLI,1967,6.805.936,13.088.913,35.308.127,10.775.847
Malta,MLT,1967,13.308.255,20.373.366,77.461.035,17.539.961
Mauritania,MRT,1967,17.328.749,16.191.562,51.016.354,13.756.362
Mauritius,MUS,1967,48.198.544,1.362.444,45.445.624,16.338.292
Mexico,MEX,1967,7.864.828,20.228.676,50.813.766,18.082.231
Micronesia (FAO),0,1967,105.32,138.08,98.864.996,14.589.501
Middle Africa (FAO),0,1967,44.36,153.72,357.84,15.000.801
Mongolia,MNG,1967,23.068.375,100.794.426,7.930.513,10.810.829
Morocco,MAR,1967,3.790.127,20.438.112,32.125.735,16.928.462
Mozambique,MOZ,1967,20.892.027,13.210.605,26.167.938,1665.52
Myanmar,MMR,1967,31.324.205,11.720.804,25.354.765,10.392.301
Namibia,NAM,1967,117.560.005,15.963.762,4.370.531,16.054.119
Nepal,NPL,1967,29.562.696,13.939.351,20.605.794,12.245.985
Net Food Importing Developing Countries (FAO),0,1967,47.24,163.28,307.98,1517.54
Netherlands,NLD,1967,2.336.356,13.045.683,11.820.858,15.141.416
New Caledonia,NCL,1967,15.128.098,13.702.652,8.452.652,17.173.151
New Zealand,NZL,1967,24.499.924,12.533.737,1.086.869,15.184.656
Nicaragua,NIC,1967,8.301.879,16.149.564,33.324.026,14.779.675
Niger,NER,1967,5.616.941,15.864.268,28.448.523,13.150.579
Nigeria,NGA,1967,20.662.683,14.343.044,46.672.287,12.138.822
North America,0,1967,22.116.624,14.545.483,91.885.754,16.217.708
North Korea,PRK,1967,51.734.646,19.339.267,21.429.506,13.677.441
Northern Africa (FAO),0,1967,40.6,181.68,381.06,14.406.599
Northern America (FAO),0,1967,264.44,128.72,10.451.699,15.367.101
Northern Europe (FAO),0,1967,218.36,142.24,1197.72,1604.68
Norway,NOR,1967,20.579.555,13.638.356,10.733.455,15.350.251
Oceania,0,1967,25.502.165,14.864.389,984.896,16.779.438
Oceania (FAO),0,1967,253.44,147.72,978.84,16.679.999
Pakistan,PAK,1967,61.066.525,16.373.662,3.295.614,15.587.451
Panama,PAN,1967,9.131.729,13.243.018,42.957.343,15.823.033
Paraguay,PRY,1967,13.136.719,14.542.766,49.339.334,1.615.798
Peru,PER,1967,8.278.822,127.895.935,2.916.156,15.586.174
Philippines,PHL,1967,6.751.656,9.695.075,2.944.367,13.096.128
Poland,POL,1967,19.463.498,21.083.112,88.028.827,21.061.912
Portugal,PRT,1967,1.345.724,19.195.192,7.052.569,18.877.189
Romania,ROU,1967,10.701.486,2.511.524,60.363.635,20.471.077
Rwanda,RWA,1967,11.016.292,2.225.214,14.230.661,1.814.934
Saint Kitts and Nevis,KNA,1967,7.636.105,8.894.804,50.805.658,1.237.606
Saint Lucia,LCA,1967,8.216.142,8.268.526,42.684.454,1.189.346
Saint Vincent and the Grenadines,VCT,1967,58.802.147,10.134.701,4.542.158,13.180.516
Samoa,WSM,1967,7.501.197,10.146.356,66.897.845,11.670.381
Sao Tome and Principe,STP,1967,46.168.102,15.207.011,517.811,13.354.558
Saudi Arabia,SAU,1967,35.671.135,15.221.733,29.483.463,13.248.579
Senegal,SEN,1967,6.694.279,21.211.435,38.768.457,16.870.781
Sierra Leone,SLE,1967,32.358.883,14.396.774,53.551.385,13.947.812
Small Island Developing States (FAO),0,1967,82.56,125.4,444.87,1479.17
Solomon Islands,SLB,1967,792.187,12.382.235,36.604.596,15.285.195
South Africa,ZAF,1967,10.829.123,18.880.501,5.896.071,18.736.812
South America,0,1967,10.463.451,15.275.722,47.642.194,16.630.178
South America (FAO),0,1967,105.48,154,480.33,16.761.901
South Korea,KOR,1967,28.578.817,22.622.635,15.992.699,20.166.001
South-eastern Asia (FAO),0,1967,38.88,126.2,26.208.002,1454.84
Southern Africa (FAO),0,1967,102.76,184.16,547.74,1796.34
Southern Asia (FAO),0,1967,27.88,172.08,264.87,1552.17
Southern Europe (FAO),0,1967,140.28,219.24,801.09,19.214.299
Spain,ESP,1967,14.443.156,18.638.264,76.132.214,16.486.674
Sri Lanka,LKA,1967,34.782.497,16.186.153,42.258.917,1.727.477
Sudan (former),0,1967,7.543.643,13.723.053,49.412.076,10.489.559
Suriname,SUR,1967,88.374.344,1.334.808,38.463.068,16.212.997
Sweden,SWE,1967,2.235.892,12.217.924,10.296.067,14.793.613
Switzerland,CHE,1967,20.378.833,14.575.165,12.089.008,17.443.701
Taiwan,TWN,1967,7.640.092,16.693.312,4.175.626,16.942.811
Tanzania,TZA,1967,44.128.845,12.374.565,25.817.184,12.960.638
Thailand,THA,1967,62.324.776,13.834.866,27.416.733,1.699.286
Togo,TGO,1967,2.847.184,17.048.982,30.879.245,16.807.104
Trinidad and Tobago,TTO,1967,9.689.355,13.820.895,45.599.075,16.353.596
Tunisia,TUN,1967,49.453.327,1.992.913,567.405,15.926.427
Turkey,TUR,1967,10.139.235,26.409.167,63.620.746,20.115.475
USSR,OWID_USS,1967,17.054.126,2.271.345,7.287.483,21.200.725
Uganda,UGA,1967,40.706.036,16.614.932,26.605.084,16.921.141
United Arab Emirates,ARE,1967,1.470.268,13.334.663,587.575,1.552.253
United Kingdom,GBR,1967,21.946.593,1.469.803,12.481.471,16.239.556
United States,USA,1967,28.067.957,13.515.916,10.999.636,1.619.941
Upper-middle-income countries,0,1967,65.113.045,17.402.487,37.759.692,1.605.149
Uruguay,URY,1967,20.032.213,116.126.434,8.925.709,14.666.399
Vanuatu,VUT,1967,120.694.305,1.316.484,786.903,15.688.267
Venezuela,VEN,1967,8.611.711,12.342.199,45.157.895,14.391.241
Vietnam,VNM,1967,4.143.401,14.853.702,19.987.692,15.851.595
Western Africa (FAO),0,1967,34.48,148.92,41.436.002,1335.24
Western Asia (FAO),0,1967,83.72,225.64,542.07,1788.57
Western Europe (FAO),0,1967,213.32,148.76,11.023.201,1652.6
World,OWID_WRL,1967,844.607,16.758.014,4.651.059,15.807.683
Yemen,YEM,1967,28.587.996,16.190.176,27.568.164,12.120.565
Yugoslavia,OWID_YGS,1967,10.619.412,28.541.162,70.186.554,23.120.986
Zambia,ZMB,1967,51.966.896,1.927.187,34.322.162,15.605.002
Zimbabwe,ZWE,1967,3.914.975,20.742.989,40.006.897,16.029.071
Afghanistan,AFG,1968,71.368.034,27.215.448,3.859.573,22.506.157
Africa,0,1968,43.534.664,17.222.372,376.463,14.815.063
Africa (FAO),0,1968,44.76,170.08,380.25,1457.91
Albania,ALB,1968,6.775.322,18.287.079,39.897.064,15.179.164
Algeria,DZA,1968,3.684.677,15.281.937,29.722.714,13.091.237
Americas (FAO),0,1968,175.84,144.92,746.01,1616.23
Angola,AGO,1968,42.344.868,11.086.798,27.601.102,13.783.215
Antigua and Barbuda,ATG,1968,108.117.744,7.852.509,5.465.093,12.842.953
Argentina,ARG,1968,27.742.017,14.891.853,10.380.907,18.236.178
Asia,0,1968,35.634.506,16.463.828,26.141.595,1.497.391
Asia (FAO),0,1968,36,166.16,264.06,15.117.799
Australia,AUS,1968,28.247.815,15.404.922,101.469.293,1.748.248
Austria,AUT,1968,20.756.523,15.164.383,10.975.776,17.643.346
Bahamas,BHS,1968,17.980.455,118.268.196,6.936.678,14.594.899
Bangladesh,BGD,1968,2.374.976,14.666.656,1.326.192,1.734.804
Barbados,BRB,1968,141.259,1.327.637,620.285,17.787.078
Belgium-Luxembourg (FAO),0,1968,203.28,154.92,11.213.099,1552.53
Belize,BLZ,1968,9.906.812,13.341.066,5.536.219,1.493.638
Benin,BEN,1968,34.492.092,14.435.152,34.581.497,13.354.535
Bermuda,BMU,1968,28.082.123,10.003.189,10.600.331,13.618.367
Bolivia,BOL,1968,5.339.045,12.711.837,3.177.593,12.735.107
Botswana,BWA,1968,10.636.579,20.835.182,4.047.375,1.573.264
Brazil,BRA,1968,7.959.415,1.722.679,41.200.735,17.855.647
Brunei,BRN,1968,9.072.266,10.890.563,378.671,14.889.087
Bulgaria,BGR,1968,11.257.807,26.327.847,75.909.705,22.897.334
Burkina Faso,BFA,1968,23.411.175,17.381.995,25.625.012,11.520.282
Cambodia,KHM,1968,26.955.748,1.593.292,19.137.543,17.134.834
Cameroon,CMR,1968,4.252.672,18.128.485,37.555.466,16.099.641
Canada,CAN,1968,24.334.433,13.333.333,10.395.139,15.160.614
Cape Verde,CPV,1968,2.208.761,12.834.064,2.595.585,11.032.084
Caribbean (FAO),0,1968,92.52,122,466.74,1506.74
Central African Republic,CAF,1968,31.345.997,9.130.144,4.278.089,14.175.535
Central America (FAO),0,1968,69.64,183.44,44.477.997,1672.14
Chad,TCD,1968,46.299.137,23.078.094,47.002.954,14.626.218
Chile,CHL,1968,9.562.415,17.691.049,5.518.302,17.508.038
China,CHN,1968,21.886.597,15.585.312,2.096.017,1.348.969
China (FAO),0,1968,23.92,158.08,218.7,13.753.401
Colombia,COL,1968,84.269.615,10.972.564,3.610.682,15.048.379
Congo,COG,1968,52.497.795,8.303.223,36.055.884,14.305.266
Costa Rica,CRI,1968,82.416.824,12.667.697,42.518.692,14.989.487
Cote d'Ivoire,CIV,1968,68.766.205,16.130.249,3.669.461,1.937.576
Cuba,CUB,1968,1.289.753,11.311.413,574.987,15.581.628
Cyprus,CYP,1968,12.722.921,18.501.941,83.539.557,16.832.438
Czechoslovakia,OWID_CZS,1968,19.484.631,19.015.697,100.905.396,20.394.982
Denmark,DNK,1968,18.125.777,12.420.994,12.504.747,15.353.539
Djibouti,DJI,1968,6.530.497,107.452.774,3.490.351,13.476.661
Dominica,DMA,1968,9.247.731,1.032.065,41.373.386,14.404.341
Dominican Republic,DOM,1968,65.414.406,10.369.394,41.774.362,13.594.282
East Timor,TLS,1968,14.806.029,12.345.577,33.128.384,12.847.739
Eastern Africa (FAO),0,1968,44.08,178.48,275.13,1481.31
Eastern Asia (FAO),0,1968,36.88,164.88,243.09,1460.11
Eastern Europe (FAO),0,1968,172.88,222.6,78.902.997,2112.45
Ecuador,ECU,1968,7.521.951,13.040.392,43.110.623,14.575.831
Egypt,EGY,1968,3.565.724,22.492.455,41.636.304,16.904.622
El Salvador,SLV,1968,45.896.416,13.781.252,3.487.224,1.267.267
Eswatini,SWZ,1968,84.122.536,1.751.114,35.469.995,16.336.838
Ethiopia (former),OWID_ERE,1968,43.410.393,18.040.837,23.140.666,11.850.305
Europe,0,1968,18.391.232,19.608.873,922.138,19.190.471
Europe (FAO),0,1968,183.84,195.08,923.04,1910
European Union (27),0,1968,18.687.561,1.813.915,97.421.967,18.070.742
European Union (27) (FAO),0,1968,186.6,179.96,974.61,17.928.301
Fiji,FJI,1968,6.623.196,15.384.433,53.777.466,17.401.077
Finland,FIN,1968,2.199.014,13.660.541,10.908.502,15.959.213
France,FRA,1968,25.855.228,16.190.248,11.408.141,17.426.785
French Polynesia,PYF,1968,15.348.166,14.376.717,66.383.075,16.757.144
Gabon,GAB,1968,12.509.131,9.073.552,27.418.637,1.470.079
Gambia,GMB,1968,4.099.863,15.307.065,46.753.287,13.089.948
Germany,DEU,1968,19.865.567,14.433.354,11.162.104,16.348.167
Ghana,GHA,1968,40.938.236,112.423.904,30.639.224,15.275.862
Greece,GRC,1968,1.599.159,22.656.113,93.085.876,17.893.451
Grenada,GRD,1968,9.178.207,11.007.712,49.923.038,13.173.105
Guatemala,GTM,1968,4.379.912,17.161.943,317.643,14.402.836
Guinea,GIN,1968,14.922.688,15.859.882,45.947.598,13.781.062
Guinea-Bissau,GNB,1968,32.419.205,10.708.855,4.760.342,11.471.665
Guyana,GUY,1968,9.606.547,13.425.726,4.242.016,16.036.002
Haiti,HTI,1968,2.449.486,14.660.716,23.601.942,14.732.311
High-income countries,0,1968,19.993.661,16.633.073,9.137.312,17.461.006
Honduras,HND,1968,572.475,1.511.941,3.451.779,14.350.598
Hong Kong,HKG,1968,1.583.952,15.484.172,8.124.902,17.037.797
Hungary,HUN,1968,17.025.139,19.889.407,9.384.386,1860.56
Iceland,ISL,1968,3.250.299,10.851.536,96.725.775,14.986.971
India,IND,1968,23.778.337,18.050.826,2.673.271,15.298.293
Indonesia,IDN,1968,20.294.907,122.206.314,24.502.821,14.592.275
Iran,IRN,1968,5.112.824,18.631.339,35.165.292,16.031.648
Iraq,IRQ,1968,51.219.967,17.882.484,3.511.056,15.368.722
Ireland,IRL,1968,2.497.147,16.744.154,10.859.875,19.289.255
Israel,ISR,1968,19.023.462,20.630.966,8.953.144,1.826.212
Italy,ITA,1968,1.533.752,22.115.585,8.986.828,20.199.595
Jamaica,JAM,1968,122.712.585,13.668.282,53.200.616,15.658.236
Japan,JPN,1968,13.267.545,18.642.139,4.396.028,18.922.557
Jordan,JOR,1968,5.353.122,19.176.053,4.750.527,1.574.001
Kenya,KEN,1968,5.802.186,2.155.041,3.179.131,16.912.421
Kiribati,KIR,1968,8.010.948,10.104.445,7.256.821,10.792.621
Kuwait,KWT,1968,1.331.043,15.910.973,63.105.383,15.394.054
Land Locked Developing Countries (FAO),0,1968,51.24,190.56,33.119.998,1603
Laos,LAO,1968,29.073.275,17.840.417,19.795.656,16.348.611
Least Developed Countries (FAO),0,1968,39.24,160.32,26.288.998,1488.55
Lebanon,LBN,1968,876.468,1.770.528,6.095.597,16.326.267
Lesotho,LSO,1968,35.730.225,21.425.655,21.843.687,16.154.928
Liberia,LBR,1968,34.188.625,12.740.211,34.698.935,16.742.529
Low Income Food Deficit Countries (FAO),0,1968,31.48,173.76,28.458.002,1519.22
Low-income countries,0,1968,44.617.138,18.267.896,30.428.397,15.660.913
Lower-middle-income countries,0,1968,32.823.498,16.835.379,28.835.205,15.130.675
Macao,MAC,1968,9.510.971,11.924.323,5.131.529,12.300.367
Madagascar,MDG,1968,8.345.744,18.146.727,3.180.349,19.368.668
Malawi,MWI,1968,18.843.706,24.730.418,36.161.227,15.738.777
Malaysia,MYS,1968,7.357.315,13.941.289,52.628.467,18.839.648
Maldives,MDV,1968,10.265.597,970.728,33.700.043,10.479.619
Mali,MLI,1968,6.932.152,13.841.942,3.493.469,11.778.136
Malta,MLT,1968,14.433.717,20.712.747,8.713.162,17.699.812
Mauritania,MRT,1968,17.357.907,15.843.347,50.876.233,13.232.786
Mauritius,MUS,1968,48.192.295,14.071.991,4.376.671,1.638.856
Mexico,MEX,1968,7.650.219,20.463.914,50.138.065,18.477.263
Micronesia (FAO),0,1968,105.92,133.6,959.49,1426.99
Middle Africa (FAO),0,1968,45.48,151.72,367.56,1488.24
Mongolia,MNG,1968,22.032.655,9.433.037,77.454.694,10.287.168
Morocco,MAR,1968,3.879.234,20.213.956,43.726.306,16.650.303
Mozambique,MOZ,1968,22.147.413,12.680.744,25.766.623,15.830.448
Myanmar,MMR,1968,3.148.723,12.181.945,2.504.188,1.044.568
Namibia,NAM,1968,114.361.755,15.936.061,43.090.762,16.012.924
Nepal,NPL,1968,29.752.249,14.435.213,20.307.855,1.265.119
Net Food Importing Developing Countries (FAO),0,1968,48.16,163.12,316.35,1524.41
Netherlands,NLD,1968,23.087.767,12.822.113,11.568.572,15.063.594
New Caledonia,NCL,1968,15.418.103,13.894.333,83.466.754,1.727.839
New Zealand,NZL,1968,25.901.746,1.248.004,10.614.292,15.058.989
Nicaragua,NIC,1968,8.888.895,16.145.859,3.280.712,15.225.928
Niger,NER,1968,6.098.042,16.015.862,29.481.427,14.184.938
Nigeria,NGA,1968,19.637.741,1.449.241,46.044.858,12.147.677
North America,0,1968,22.359.805,14.579.292,92.572.906,16.336.216
North Korea,PRK,1968,5.150.172,1.924.135,2.153.021,13.835.488
Northern Africa (FAO),0,1968,42.76,185.44,40.994.998,1454.81
Northern America (FAO),0,1968,268.2,128.64,10.566.901,1541.47
Northern Europe (FAO),0,1968,219.88,141.4,1217.52,1584.2
Norway,NOR,1968,21.532.668,1.347.941,11.260.566,15.507.917
Oceania,0,1968,26.449.384,14.770.291,9.921.949,1.694.975
Oceania (FAO),0,1968,261,145.76,979.11,16.721.702
Pakistan,PAK,1968,6.102.587,1.561.415,32.605.078,15.209.907
Panama,PAN,1968,92.014,13.178.754,4.486.286,15.836.824
Paraguay,PRY,1968,13.619.312,15.017.741,5.159.837,16.613.018
Peru,PER,1968,7.939.594,12.109.533,33.428.488,14.782.976
Philippines,PHL,1968,7.739.704,9.500.629,29.197.888,12.889.364
Poland,POL,1968,19.811.879,20.458.617,9.111.476,2.091.565
Portugal,PRT,1968,12.211.626,19.628.648,68.832.574,19.346.066
Romania,ROU,1968,10.774.573,25.112.294,60.834.985,20.699.707
Rwanda,RWA,1968,10.478.865,20.772.807,13.028.271,17.511.359
