gender,absences,n_agama,n_pkn,n_bindo,n_mat,n_bing,n_por,n_bjawa,n_kejuruan,n_sikap,organization,extracurricular,origin_jhs,address,parent_status,father_edu,father_work,father_salary,mother_edu,mother_work,mother_salary,scholarship,family_size,house_status,final_score
P,3,81,81,84,82,83,83,84,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,CUKUP
P,4,89,82,85,82,86,84,86,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Rendah,SD sederajat,Wiraswasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,3,75,75,79,76,75,75,78,82,C,tidak,tidak,swasta,kota,Cerai Mati,SD sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Menumpang,CUKUP
P,3,89,83,85,84,84,83,86,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Buruh,Sangat Rendah,Putus SD,Buruh,Sangat Rendah,Tidak,4,Menumpang,BAIK
P,3,89,83,88,83,88,85,86,89,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,5,85,82,85,82,82,84,84,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Sangat Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Menumpang,CUKUP
P,1,86,83,82,79,87,83,85,87,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Rendah,SMA sederajat,Wirausaha,Cukup Rendah,Tidak,4,Sewa,CUKUP
P,2,84,83,84,79,80,75,85,85,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,SMA sederajat,Wiraswasta,Rendah,Tidak,4,Sewa,CUKUP
P,3,91,83,84,83,86,84,86,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,4,81,83,83,82,83,83,86,85,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Buruh,Rendah,Ya,4,Sewa,CUKUP
P,2,84,83,84,84,85,85,86,87,B,tidak,tidak,negeri,kabupaten,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SD sederajat,Karyawan Swasta,Rendah,Tidak,6,Sewa,CUKUP
P,1,90,83,82,84,85,81,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Lainnya,Sangat Rendah,Ya,4,Rumah Sendiri,CUKUP
P,3,91,83,83,84,88,86,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Ya,5,Rumah Sendiri,BAIK
P,0,83,82,84,83,87,82,86,88,B,tidak,tidak,negeri,kota,Kawin,S1,Pensiunan,Rendah,SMA sederajat,Pedagang Kecil,Sangat Rendah,Tidak,5,Sewa,CUKUP
P,2,86,83,84,82,84,83,85,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,1,86,82,80,81,85,81,85,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Buruh,Rendah,Tidak,5,Sewa,CUKUP
P,5,86,83,84,84,88,85,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,D3,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
L,0,85,81,81,79,88,81,80,84,B,tidak,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Tinggi,S1,Wiraswasta,Cukup Rendah,Tidak,6,Rumah Sendiri,CUKUP
P,1,87,83,83,81,86,85,85,88,B,tidak,ya,negeri,kota,Kawin,D3,Wiraswasta,Sangat Rendah,S1,Karyawan Swasta,Cukup Tinggi,Tidak,4,Menumpang,CUKUP
P,2,88,84,84,83,86,84,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Sangat Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,BAIK
P,4,87,81,86,83,87,84,86,87,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,3,87,83,81,84,88,83,85,86,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Wirausaha,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,2,89,84,86,83,84,82,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,4,81,81,82,82,83,81,84,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Sewa,CUKUP
P,1,87,82,82,83,87,82,85,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,CUKUP
P,5,87,84,83,84,87,83,86,87,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,2,80,82,87,83,87,85,85,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Pedagang Kecil,Sangat Rendah,Tidak,4,Rumah Sendiri,CUKUP
P,2,85,83,83,84,87,86,85,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Rendah,SMP sederajat,Pedagang Kecil,Rendah,Tidak,5,Sewa,BAIK
P,2,90,83,84,83,86,84,85,86,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SMA sederajat,Buruh,Cukup Rendah,Tidak,4,Rumah Sendiri,BAIK
P,1,88,82,81,83,82,83,84,87,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,CUKUP
L,6,77,77,77,79,83,75,80,82,C,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Wiraswasta,Cukup Tinggi,Ya,6,Rumah Sendiri,CUKUP
P,3,77,77,80,78,88,78,79,83,C,tidak,tidak,swasta,kota,Kawin,D3,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,2,90,83,90,85,89,84,86,88,B,tidak,ya,negeri,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,S1,Karyawan Swasta,Cukup Tinggi,Tidak,5,Rumah Sendiri,BAIK
P,5,81,85,88,85,88,88,86,86,B,tidak,tidak,negeri,kota,Cerai Mati,D1,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Menumpang,BAIK
P,5,87,86,86,86,85,86,86,85,B,tidak,tidak,negeri,kota,Kawin,S1,Wirausaha,Cukup Tinggi,SMA sederajat,Wirausaha,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,2,84,89,86,86,84,84,85,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Karyawan Swasta,Sangat Rendah,Tidak,4,Rumah Sendiri,BAIK
P,1,85,90,91,86,88,85,86,88,A,ya,tidak,swasta,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,5,83,86,89,86,85,85,86,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Wirausaha,Cukup Tinggi,Tidak,5,Sewa,BAIK
P,0,85,86,87,86,90,85,86,88,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Buruh,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,0,84,86,91,86,88,86,86,90,A,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,4,77,86,86,86,90,80,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,CUKUP
P,3,85,85,87,86,87,85,85,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,0,87,84,87,86,83,83,84,86,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Karyawan Swasta,Rendah,Tidak,4,Menumpang,CUKUP
P,2,84,86,89,86,89,86,86,90,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,4,82,84,85,84,82,81,85,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,2,82,85,89,86,88,85,84,87,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,S1,Karyawan Swasta,Rendah,Tidak,5,Rumah Sendiri,BAIK
P,1,85,85,87,86,88,84,85,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Pedagang Kecil,Sangat Rendah,Tidak,6,Menumpang,BAIK
P,1,85,87,90,86,87,84,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,1,85,85,90,86,87,86,86,88,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Buruh,Rendah,Tidak,4,Sewa,BAIK
P,1,85,88,90,86,89,87,86,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Sangat Rendah,SMP sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,4,Menumpang,BAIK
P,4,83,86,90,86,89,86,85,89,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SD sederajat,Buruh,Rendah,Tidak,4,Sewa,BAIK
P,0,79,85,90,82,87,83,85,87,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,CUKUP
P,4,84,84,89,82,87,79,84,87,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,D3,Wirausaha,Rendah,Tidak,4,Rumah Sendiri,CUKUP
P,2,84,84,87,82,86,83,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,4,84,85,88,84,85,83,85,89,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,3,83,86,90,83,88,80,86,88,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,BAIK
P,2,82,88,89,83,87,83,86,88,B,tidak,tidak,swasta,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,3,83,85,90,85,87,83,85,88,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SD sederajat,Buruh,Cukup Rendah,Tidak,3,Rumah Sendiri,BAIK
P,0,84,84,90,83,89,86,85,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wirausaha,Cukup Rendah,D3,Karyawan Swasta,Cukup Rendah,Tidak,5,Sewa,BAIK
P,1,83,84,88,83,83,82,85,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,2,82,84,90,81,87,81,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,3,86,87,91,83,89,84,86,89,B,tidak,ya,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,4,86,86,90,83,87,84,86,87,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,SD sederajat,Karyawan Swasta,Cukup Rendah,Ya,4,Menumpang,BAIK
P,5,90,86,89,84,87,84,86,90,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,5,83,89,90,82,88,85,86,88,B,tidak,tidak,negeri,kabupaten,Kawin,SMA sederajat,Wirausaha,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,3,86,85,87,84,87,84,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Pedagang Kecil,Rendah,Tidak,6,Rumah Sendiri,BAIK
P,4,87,85,91,83,87,83,86,89,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Sangat Rendah,SMP sederajat,Pedagang Kecil,Sangat Rendah,Tidak,4,Menumpang,BAIK
P,0,85,84,91,85,88,86,86,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Buruh,Sangat Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Menumpang,BAIK
P,3,87,86,93,83,87,82,86,90,B,tidak,tidak,negeri,kota,Cerai Mati,S1,Sudah Meninggal,Tidak Berpenghasilan,D1,Karyawan Swasta,Cukup Tinggi,Tidak,3,Menumpang,BAIK
P,2,81,86,89,86,89,88,86,89,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SMA sederajat,Karyawan Swasta,Rendah,Tidak,4,Sewa,BAIK
P,2,82,86,88,86,83,82,84,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,CUKUP
P,2,81,86,86,86,84,83,85,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SMP sederajat,Pedagang Kecil,Rendah,Tidak,4,Sewa,CUKUP
P,0,80,86,86,86,84,85,85,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,SMA sederajat,Wirausaha,Rendah,Ya,5,Sewa,CUKUP
P,2,83,85,85,86,88,86,85,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,S1,PNSTNIPolri,Cukup Tinggi,Tidak,5,Sewa,BAIK
P,1,81,86,89,86,89,85,86,90,B,tidak,tidak,negeri,kota,Kawin,Tidak sekolah,Lainnya,Cukup Tinggi,D1,Karyawan Swasta,Cukup Rendah,Tidak,5,Rumah Sendiri,BAIK
P,1,81,86,87,86,84,84,85,88,B,tidak,tidak,swasta,kota,Kawin,Tidak sekolah,Karyawan Swasta,Cukup Rendah,Tidak sekolah,Karyawan Swasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,4,76,78,86,84,83,80,85,81,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,87,82,88,86,87,83,85,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,2,82,86,86,86,86,84,86,87,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,0,85,86,85,86,87,87,86,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,5,Sewa,BAIK
P,3,78,86,84,86,88,84,85,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,77,84,84,86,81,86,86,85,B,tidak,tidak,negeri,kota,Cerai Mati,SMP sederajat,Sudah Meninggal,Tidak Berpenghasilan,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Menumpang,CUKUP
P,2,83,86,89,86,89,84,86,89,B,ya,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,0,88,85,89,84,89,84,86,88,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,5,77,85,84,84,85,82,83,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Rendah,SMA sederajat,Wiraswasta,Rendah,Tidak,3,Sewa,CUKUP
P,4,83,85,90,86,88,85,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Rumah Sendiri,BAIK
P,0,79,85,86,86,87,84,84,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,3,80,85,85,83,88,84,84,87,B,tidak,tidak,negeri,kota,Kawin,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Putus SD,Buruh,Rendah,Ya,5,Menumpang,CUKUP
P,1,82,87,91,83,88,87,86,88,B,tidak,tidak,negeri,kota,Kawin,Putus SD,Buruh,Rendah,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,BAIK
P,0,80,86,89,83,87,82,86,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Sangat Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Menumpang,CUKUP
P,2,82,86,89,83,88,85,85,87,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SMP sederajat,Buruh,Rendah,Ya,4,Sewa,BAIK
P,2,86,82,89,83,87,82,86,86,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMP sederajat,Wiraswasta,Rendah,Tidak,6,Sewa,BAIK
P,0,79,86,87,83,87,83,86,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Sewa,CUKUP
P,1,83,86,88,83,87,85,86,88,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,0,81,84,92,83,88,84,85,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Wiraswasta,Cukup Rendah,Tidak,3,Sewa,BAIK
P,0,82,87,90,83,87,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,1,85,86,90,83,88,86,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SD sederajat,Lainnya,Tidak Berpenghasilan,Ya,5,Sewa,BAIK
P,2,83,85,88,83,87,83,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,PNSTNIPolri,Cukup Tinggi,S1,Wiraswasta,Cukup Tinggi,Tidak,5,Rumah Sendiri,BAIK
P,3,75,86,87,83,85,80,86,85,B,tidak,tidak,swasta,kota,Kawin,SD sederajat,Buruh,Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Sewa,CUKUP
P,2,82,86,88,83,88,82,86,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Karyawan Swasta,Cukup Rendah,Tidak,6,Sewa,BAIK
P,5,82,91,89,83,88,82,86,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,0,82,86,88,83,88,84,86,89,B,tidak,tidak,negeri,kota,Kawin,Putus SD,Wirausaha,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,4,82,86,89,83,88,86,85,90,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,BAIK
P,1,82,86,87,83,87,81,85,88,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Rumah Sendiri,CUKUP
P,2,83,86,87,82,89,86,86,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Ya,4,Rumah Sendiri,BAIK
P,4,81,84,87,81,88,83,84,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Pedagang Kecil,Rendah,Tidak,4,Sewa,CUKUP
P,0,83,86,90,82,89,86,86,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,2,80,86,88,84,85,82,85,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,0,100,86,91,85,89,86,86,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Sewa,BAIK
P,1,92,87,88,85,88,86,85,88,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Sewa,BAIK
P,4,85,85,88,84,90,86,86,88,B,tidak,tidak,negeri,kota,Kawin,D3,Wirausaha,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,3,83,85,87,81,88,86,84,88,B,tidak,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,BAIK
P,3,83,85,90,90,86,87,85,89,B,tidak,tidak,swasta,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Karyawan Swasta,Rendah,Tidak,4,Sewa,BAIK
P,2,85,84,86,83,86,83,85,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,CUKUP
P,0,83,86,93,89,89,86,85,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Lainnya,Cukup Tinggi,Tidak,4,Rumah Sendiri,BAIK
P,0,95,87,88,85,89,86,85,89,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,0,87,86,88,88,88,86,86,90,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,S1,Karyawan Swasta,Cukup Tinggi,Tidak,7,Sewa,BAIK
P,0,80,86,89,84,87,87,85,89,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,5,Rumah Sendiri,BAIK
P,0,84,85,87,89,87,84,85,88,B,tidak,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Rendah,S1,Pedagang Kecil,Cukup Rendah,Tidak,4,Sewa,BAIK
L,1,83,88,86,82,89,84,83,86,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Pedagang Kecil,Rendah,Tidak,5,Menumpang,BAIK
P,1,83,90,90,87,89,86,85,91,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMP sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,5,Sewa,BAIK
P,5,84,84,88,78,85,83,85,88,B,tidak,tidak,negeri,kota,Cerai Mati,SMP sederajat,Sudah Meninggal,Tidak Berpenghasilan,SMA sederajat,Wiraswasta,Cukup Rendah,Ya,5,Menumpang,CUKUP
P,2,87,86,90,83,88,86,86,88,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
